2021-07-28 13:44:47,705 [  36928]   INFO - til.net.ssl.CertificateManager - Default SSL context initialized 
2021-07-28 13:44:47,809 [  37032]   INFO - rsistent.PersistentFSConnector - Marking VFS as corrupted: '/home/praveen/IdeaProjects/footwear_shop/build/idea-sandbox/system/caches/names.dat' does not exist 
2021-07-28 13:44:47,896 [  37119]   INFO - .history.utils.LocalHistoryLog - local history version mismatch (was: 0, expected: 6), rebuilding... 
2021-07-28 13:44:47,896 [  37119]   INFO - .history.utils.LocalHistoryLog - FS has been rebuild, rebuilding local history... 
2021-07-28 13:44:48,633 [  37856]   INFO - penapi.application.Experiments - Experimental features enabled for user: wsl.p9.support, wsl.prefer.p9.support, wsl.p9.show.roots.in.file.chooser, wsl.execute.with.wsl.exe, linux.native.menu, recent.and.edited.files.together, show.create.new.element.in.popup, search.everywhere.mixed.results, editor.reader.mode, new.large.text.file.viewer, wsl.fsd.content.loader, terminal.shell.command.handling 
2021-07-28 13:44:48,866 [  38089]   INFO - ings.impl.UpdateCheckerService - channel: release 
2021-07-28 13:44:50,324 [  39547]   INFO - ntellij.idea.ApplicationLoader - Input method disabler: canDisableInputMethod spent 1732 ms, found keyboard layouts: [(us, xkb), ], result==true 
2021-07-28 13:44:50,695 [  39918]   INFO - il.indexing.FileBasedIndexImpl - Indexes are corrupted and will be rebuilt (reason = ) 
2021-07-28 13:44:50,751 [  39974]   INFO - impl.SharedIndexInfrastructure - Shared index version updated from -1 to 7 
2021-07-28 13:44:50,775 [  39998]   INFO - impl.SharedIndexInfrastructure - Shared index persistent data has been cleared 
2021-07-28 13:44:50,792 [  40015]   WARN - l.NotificationGroupManagerImpl - Notification group CodeWithMe is already registered (group=com.intellij.notification.NotificationGroup@16e35e52). Plugin descriptor: PluginDescriptor(name=Code With Me, id=com.jetbrains.codeWithMe, descriptorPath=plugin.xml, path=~/.gradle/caches/modules-2/files-2.1/com.jetbrains.intellij.idea/ideaIC/2021.2/b0727ceddea2b62b16825db9308e14a470198e7f/ideaIC-2021.2/plugins/cwm-plugin, version=212.4746.92, package=null) 
2021-07-28 13:44:50,869 [  40092]   INFO - impl.SharedIndexMainZipStorage - Shared Indexes Storage is opened and empty 
2021-07-28 13:44:50,874 [  40097]   INFO - stubs.SerializationManagerImpl - Name storage is repaired 
2021-07-28 13:44:50,892 [  40115]   INFO - impl.SharedIndexMainZipStorage - Shared Indexes Storage is opened and empty 
2021-07-28 13:44:50,894 [  40117]   INFO - impl.SharedIndexInfrastructure - Shared index persistent data has been cleared 
2021-07-28 13:44:52,896 [  42119]   WARN - arketplace.MarketplaceRequests - Error reading Marketplace file: com.fasterxml.jackson.databind.JsonMappingException: Unexpected end-of-input in field name
 at [Source: (BufferedReader); line: 1, column: 1047928] (through reference chain: java.util.ArrayList[8008]) (file=/home/praveen/IdeaProjects/footwear_shop/build/idea-sandbox/plugins/brokenPlugins.json URL=https://plugins.jetbrains.com/files/brokenPlugins.json) 
2021-07-28 13:44:52,896 [  42119]   WARN - arketplace.MarketplaceRequests - Can not get broken plugins file from Marketplace: Unexpected end-of-input in field name
 at [Source: (BufferedReader); line: 1, column: 1047928] (through reference chain: java.util.ArrayList[8008]) 
2021-07-28 13:44:53,044 [  42267]   INFO - penapi.wm.impl.GlobalMenuLinux - Start glib main loop in thread: GlobalMenuLinux loop 
2021-07-28 13:44:53,053 [  42276]   INFO - penapi.wm.impl.GlobalMenuLinux - Closed dbus-service 'com.canonical.AppMenu.Registrar' 
2021-07-28 13:44:53,070 [  42293]   INFO - pl.local.NativeFileWatcherImpl - Starting file watcher: /home/praveen/.gradle/caches/modules-2/files-2.1/com.jetbrains.intellij.idea/ideaIC/2021.2/b0727ceddea2b62b16825db9308e14a470198e7f/ideaIC-2021.2/bin/linux/fsnotifier 
2021-07-28 13:44:53,252 [  42475]   INFO - pl.local.NativeFileWatcherImpl - Native file watcher is operational. 
2021-07-28 13:44:53,371 [  42594]   WARN - arketplace.MarketplaceRequests - Error reading Marketplace file: com.fasterxml.jackson.databind.JsonMappingException: Unexpected end-of-input: was expecting closing quote for a string value
 at [Source: (BufferedReader); line: 1, column: 32121] (through reference chain: java.util.HashSet[1416]) (file=/home/praveen/IdeaProjects/footwear_shop/build/idea-sandbox/plugins/pluginsXMLIds.json URL=https://plugins.jetbrains.com/files/pluginsXMLIds.json) 
2021-07-28 13:44:53,371 [  42594]   INFO - ateSettings.impl.UpdateChecker - failed to load plugins from default repository: Unexpected end-of-input: was expecting closing quote for a string value
 at [Source: (BufferedReader); line: 1, column: 32121] (through reference chain: java.util.HashSet[1416]) 
2021-07-28 13:44:55,841 [  45064]   INFO - dea.updater.SdkComponentSource - File /home/praveen/.android/repositories.cfg could not be loaded. 
2021-07-28 13:44:55,842 [  45065]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/addons_list-3.xml 
2021-07-28 13:44:55,886 [  45109]   INFO - il.indexing.FileBasedIndexImpl - Indexes to be rebuilt after corruption:FilenameIndex(v = 3),FrameworkDetectionIndex(v = 65536),TodoIndex(v = 4107),IdIndex(v = 4113),filetypes(v = 258),Stubs(v = 46),Trigram.Index(v = 4099),fileIncludes(v = 6),DomFileIndex(v = 0),RelaxSymbolIndex(v = 0),XmlTagNames(v = 1),XmlNamespaces(v = 8),html5.custom.attributes.index(v = 1),SchemaTypeInheritance(v = 2),json.file.root.values(v = 5),XsltSymbolIndex(v = 0),xmlProperties(v = 2),editorconfig.index.name(v = 5),yaml.keys.name(v = 1),bytecodeAnalysis(v = 4107),java.auto.module.name(v = 5),java.source.module.name(v = 3),java.null.method.argument(v = 4097),java.fun.expression(v = 4102),java.binary.plus.expression(v = 4100),ant-imports(v = 5),LombokConfigIndex(v = 11),com.intellij.uiDesigner.FormClassIndex(v = 0),JavaFxControllerClassIndex(v = 1),javafx.id.name(v = 3),javafx.custom.component(v = 2),groovy.trait.fields(v = 5),groovy.trait.methods(v = 32),IdeaPluginRegistrationIndex(v = 3),PluginIdModuleIndex(v = 2),PluginIdDependenciesIndex(v = 5),devkit.ExtensionPointIndex(v = 0),devkit.ExtensionPointClassIndex(v = 1),org.jetbrains.kotlin.idea.versions.KotlinJvmMetadataVersionIndex(v = 5),org.jetbrains.kotlin.idea.versions.KotlinJsMetadataVersionIndex(v = 3),org.jetbrains.kotlin.idea.vfilefinder.KotlinClassFileIndex(v = 3),org.jetbrains.kotlin.idea.vfilefinder.KotlinJavaScriptMetaFileIndex(v = 4),org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFileIndex(v = 1),org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFilePackageIndex(v = 1),org.jetbrains.kotlin.idea.vfilefinder.KotlinModuleMappingIndex(v = 5),org.jetbrains.kotlin.idea.vfilefinder.KotlinPackageSourcesMemberNamesIndex(v = 2),org.jetbrains.kotlin.idea.vfilefinder.KotlinJvmModuleAnnotationsIndex(v = 1),org.jetbrains.kotlin.idea.vfilefinder.KotlinBuiltInsMetadataIndex(v = 1),org.jetbrains.kotlin.idea.vfilefinder.KotlinStdlibIndex(v = 1),org.jetbrains.kotlin.idea.vfilefinder.KlibMetaFileIndex(v = 4),com.android.tools.idea.model.AndroidManifestIndex$Companion$NAME$1.NAME(v = 10),BindingXmlIndex(v = 8),MlModelFileIndex(v = 6),NavXmlIndex(v = 8) 
